Locus	Prop. Matching Expression with Dsc1	Gene
LOC5576653	0.524350419	
LOC5565233	0.523782479	
LOC5573974	0.523498509	
LOC5575182	0.523356524	
LOC5567277	0.523356524	
LOC5570605	0.523214539	
LOC110677849	0.523214539	
LOC5575992	0.523214539	
LOC5578290	0.523072554	
LOC5567448	0.52207866	
LOC5565895	0.521936675	
LOC5577573	0.521652705	
LOC5579234	0.52094278	
LOC5576136	0.52037484	
LOC110675282	0.52037484	
LOC110678647	0.519664916	
LOC5577060	0.519380946	
LOC5578022	0.519380946	
LOC5567031	0.519380946	
LOC5577563	0.518671021	
LOC5566521	0.518529036	
LOC5576567	0.518245066	
LOC5564145	0.517535141	
LOC5576541	0.517251171	
LOC5572967	0.516967201	
LOC5569015	0.516399262	
LOC5576492	0.516399262	
LOC5571798	0.516257277	
LOC5566907	0.516257277	
LOC110679354	0.516115292	
LOC5570347	0.515405367	
LOC5571583	0.514979412	
LOC5576300	0.514411472	
LOC5576744	0.513985518	
LOC5570802	0.513843533	
LOC5577413	0.513701548	
LOC110674034	0.513275593	
LOC5564565	0.512849638	
LOC5580192	0.512707653	
LOC110675616	0.512139713	
LOC5574129	0.511997728	
LOC5573590	0.511855743	
LOC5577980	0.511713758	
LOC5566878	0.511571773	
LOC5568996	0.511571773	
LOC5564544	0.511145819	
LOC5567692	0.510861849	
LOC5574821	0.510435894	
LOC5575721	0.510009939	
LOC5575134	0.509867954	
LOC5567664	0.509725969	
LOC5575476	0.509583984	
LOC5576337	0.509583984	
LOC5565773	0.509441999	
LOC5571231	0.509300014	
LOC5575718	0.508732074	
LOC5572771	0.50830612	
LOC5569887	0.508164135	
LOC110675397	0.508164135	
LOC5572265	0.508164135	
LOC5569526	0.50802215	
LOC5564723	0.50773818	
LOC5579867	0.507596195	
LOC5564127	0.50717024	
LOC5565253	0.507028255	
LOC5566725	0.50688627	
LOC5565916	0.506460315	
LOC5565190	0.506176345	
LOC5570505	0.505466421	
LOC5567349	0.505466421	
LOC5579847	0.505324436	
LOC5578382	0.504898481	
LOC5579855	0.504472526	
LOC5566349	0.504330541	
LOC5571900	0.504330541	
LOC5565805	0.504330541	
LOC5577754	0.504188556	
LOC5575020	0.504046571	
LOC23687946	0.503904586	
LOC5573943	0.503904586	
LOC5566914	0.503620616	
LOC5574625	0.503336646	
LOC23687919	0.503336646	
LOC5573102	0.503194661	
LOC5578839	0.503194661	
LOC5567299	0.503194661	
LOC5570714	0.502768707	
LOC5570142	0.502768707	
LOC5570878	0.502768707	
LOC5577280	0.502626722	
LOC5575664	0.502484737	
LOC5566539	0.502058782	
LOC23687935	0.501490842	
LOC5574448	0.501490842	
LOC110678918	0.501348857	
LOC5578183	0.501206872	
LOC5574272	0.501064887	
LOC5570937	0.500922902	
LOC5577889	0.500638932	
LOC110677033	0.500638932	
LOC5567506	0.500354962	
LOC110676773	0.500212977	
LOC5567070	0.499929008	
LOC110681487	0.499929008	
LOC23687805	0.499929008	
LOC5573069	0.499503053	
LOC5578232	0.499361068	
LOC5572193	0.499077098	
LOC5570290	0.498793128	
LOC23687777	0.497941218	
LOC23687627	0.497799233	
LOC5565246	0.497373278	
LOC5571312	0.496947324	
LOC5578696	0.496947324	
LOC23687720	0.496237399	
LOC5576761	0.496237399	
LOC5567709	0.496095414	
LOC5576012	0.495669459	
LOC5580019	0.494959534	
LOC5575091	0.494533579	
LOC5577306	0.494533579	
LOC5577888	0.494391594	
LOC5577145	0.49424961	
LOC5572314	0.49396564	
LOC5570673	0.49368167	
LOC5568099	0.49368167	
LOC5571898	0.493539685	
LOC5574358	0.493255715	
LOC5567454	0.49311373	
LOC5570578	0.492971745	
LOC5577768	0.492403805	
LOC5570614	0.49197785	
LOC5564860	0.491835865	
LOC5569245	0.490983956	
LOC110675422	0.490699986	
LOC5575090	0.490132046	
LOC5564678	0.489990061	
LOC5565987	0.489990061	
LOC5571423	0.489564106	
LOC5575109	0.489564106	
LOC5566822	0.489422121	
LOC5579851	0.489422121	
LOC5568230	0.489138151	
LOC5580055	0.488854181	
LOC5571731	0.488570212	
LOC5572565	0.488286242	
LOC5578164	0.488002272	
LOC5567858	0.487860287	
LOC5568481	0.487576317	
LOC5570780	0.487576317	
LOC5564842	0.487292347	
LOC5569529	0.487292347	
LOC5571454	0.487150362	
LOC5563856	0.486724407	
LOC5576304	0.486582422	
LOC5566279	0.486582422	
LOC110681196	0.486440437	
LOC5563839	0.486156467	
LOC5579219	0.486156467	
LOC5579065	0.485730513	
LOC5576834	0.485730513	
LOC5566156	0.485588528	
LOC5574653	0.485446543	
LOC5569576	0.485020588	
LOC5575744	0.484878603	
LOC5576547	0.484594633	
LOC5574704	0.484452648	
LOC5571186	0.484168678	
LOC5570796	0.484026693	
LOC5568305	0.483884708	
LOC5575878	0.483742723	
LOC5571379	0.483458753	
LOC5579651	0.483316768	
LOC5570031	0.483032799	
LOC5574581	0.482890814	
LOC5566494	0.482890814	
LOC5565437	0.482322874	
LOC5579960	0.482180889	
LOC5565730	0.482038904	
LOC5566079	0.481612949	
LOC5572946	0.481045009	
LOC5572543	0.480761039	
LOC5576071	0.480335084	
LOC5570621	0.480051115	
LOC110674274	0.479483175	
LOC5572905	0.479199205	
LOC5566959	0.47792134	
LOC5578230	0.47792134	
LOC5574423	0.47792134	
LOC5577549	0.477779355	
LOC5571449	0.47763737	
LOC5578237	0.477495385	
LOC5566932	0.477211416	
LOC5570788	0.476927446	
LOC5573249	0.476927446	
LOC5572669	0.476217521	
LOC5573372	0.475933551	
LOC5578107	0.475791566	
LOC5565670	0.475365611	
LOC5576220	0.475365611	
LOC5563572	0.475223626	
LOC5577286	0.475223626	
LOC5579102	0.475081641	
LOC5579525	0.474513702	
LOC5565700	0.474513702	
LOC5565389	0.474371717	
LOC5573844	0.474229732	
LOC110677665	0.473803777	
LOC5570462	0.473661792	
LOC5566232	0.473661792	
LOC5567400	0.473661792	
LOC5572726	0.473519807	
LOC5579155	0.472667897	
LOC5568434	0.472667897	
LOC5566944	0.472525912	
LOC5574577	0.472383927	
LOC5573682	0.472099957	
LOC5571696	0.471674003	
LOC5577138	0.471674003	
LOC5574407	0.471248048	
LOC5568890	0.471106063	
LOC5565400	0.470254153	
LOC110677960	0.470112168	
LOC5568118	0.470112168	
LOC5576991	0.470112168	
LOC5568068	0.469970183	
LOC5568572	0.469970183	
LOC5574775	0.469686213	
LOC5578826	0.469544228	
LOC5577236	0.469118273	
LOC5575495	0.468834304	
LOC5567283	0.468692319	
LOC5566701	0.468692319	
LOC5565493	0.468550334	
LOC5577744	0.468266364	
LOC5578620	0.467982394	
LOC5568412	0.467556439	
LOC5579146	0.467414454	
LOC5564482	0.466562544	
LOC5568570	0.466562544	
LOC5567342	0.466278574	
LOC5567851	0.465994605	
LOC5577411	0.46585262	
LOC5572968	0.46500071	
LOC5576283	0.464858725	
LOC5570496	0.46443277	
LOC5575914	0.46443277	
LOC5573766	0.464290785	
LOC110675368	0.464006815	
LOC110674011	0.46386483	
LOC5565323	0.463438875	
LOC5572044	0.463154906	
LOC5566485	0.462728951	
LOC5572295	0.462586966	
LOC5564509	0.462302996	
LOC5576540	0.461735056	
LOC5569487	0.461735056	
LOC5574043	0.461451086	
LOC5574293	0.461309101	
LOC5564361	0.461167116	
LOC5573021	0.461025131	
LOC5577013	0.460883146	
LOC5567820	0.460883146	
LOC5568626	0.460457192	
LOC5566931	0.460315207	
LOC5564412	0.460173222	
LOC5567396	0.459605282	
LOC110676555	0.459321312	
LOC5565836	0.459321312	
LOC5569149	0.459179327	
LOC5566843	0.459037342	
LOC5570371	0.458469402	
LOC5574564	0.458327417	
LOC5564344	0.458327417	
LOC5574366	0.458043447	
LOC5571586	0.458043447	
LOC23687788	0.456907568	
LOC5577461	0.456623598	
LOC5568589	0.456623598	
LOC5570958	0.456481613	
LOC5570139	0.456481613	
LOC5566064	0.456481613	
LOC5564091	0.456197643	
LOC5574731	0.456197643	
LOC5579214	0.456055658	
LOC5572804	0.456055658	
LOC5577194	0.455913673	
LOC5564133	0.455913673	
LOC5574844	0.455771688	
LOC5569077	0.455345733	
LOC5577336	0.455061763	
LOC5579210	0.454493824	
LOC110679692	0.454351839	
LOC5565161	0.454067869	
LOC5574375	0.453641914	
LOC5576751	0.453641914	
LOC5574062	0.453499929	
LOC5571774	0.453215959	
LOC5566545	0.452931989	
LOC5569448	0.452364049	
LOC5574583	0.45208008	
LOC5567854	0.45208008	
LOC5579484	0.45179611	
LOC5565927	0.451654125	
LOC5563937	0.45151214	
LOC5574754	0.451370155	
LOC5574208	0.45122817	
LOC5565083	0.45122817	
LOC5572656	0.451086185	
LOC5572344	0.4509442	
LOC5573090	0.450802215	
LOC5575457	0.450802215	
LOC5570552	0.450518245	
LOC5574602	0.44980832	
LOC5564630	0.449666335	
LOC5576867	0.44952435	
LOC5575910	0.44952435	
LOC5564200	0.44952435	
LOC5577917	0.449382365	
LOC5577522	0.449098396	
LOC5573994	0.449098396	
LOC5578486	0.448956411	
LOC5565690	0.448956411	
LOC5578851	0.448814426	
LOC5574383	0.448814426	
LOC5580158	0.448814426	
LOC5575646	0.448672441	
LOC5570010	0.448388471	
LOC5574388	0.447820531	
LOC5568734	0.447678546	
LOC110678415	0.447678546	
LOC5567037	0.447394576	
LOC5575982	0.447394576	
LOC5580273	0.447252591	
LOC5580105	0.446968621	
LOC5564556	0.446968621	
LOC5576869	0.446258697	
LOC5578562	0.446116712	
LOC5579950	0.445974727	
LOC5578884	0.445406787	
LOC5569161	0.445122817	
LOC5570864	0.445122817	
LOC5571560	0.444980832	
LOC5578052	0.444838847	
LOC5577024	0.444412892	
LOC5574609	0.444412892	
LOC5579301	0.443844952	
LOC5568927	0.443702967	
LOC5573386	0.443560983	
LOC5579663	0.443560983	
LOC5577902	0.442567088	
LOC5572006	0.442425103	
LOC5566803	0.442425103	
LOC5573835	0.441999148	
LOC5568875	0.441431208	
LOC110677764	0.441431208	
LOC5578123	0.441289223	
LOC110674814	0.441147238	
LOC5566273	0.441005253	
LOC5571281	0.440295329	
LOC5577566	0.440153344	
LOC5570237	0.440153344	
LOC110678563	0.439869374	
LOC5577908	0.439869374	
LOC5575103	0.439869374	
LOC5567540	0.439869374	
LOC5570926	0.439727389	
LOC5569142	0.439443419	
LOC5569187	0.439301434	
LOC5569912	0.439159449	
LOC5579183	0.439159449	
LOC5570976	0.439159449	
LOC5570016	0.439159449	
LOC5577237	0.439017464	
LOC110676975	0.438875479	
LOC5578333	0.438733494	
LOC5568887	0.438591509	
LOC5564183	0.438591509	
LOC5574532	0.438307539	
LOC23687890	0.4377396	
LOC5570959	0.4377396	
LOC5577342	0.4377396	
LOC5576001	0.43745563	
LOC5577636	0.43745563	
LOC5578157	0.43745563	
LOC5568336	0.43688769	
LOC5577199	0.43631975	
LOC5577433	0.43631975	
LOC5575341	0.43631975	
LOC5575189	0.43603578	
LOC110676890	0.435893795	
LOC5577984	0.43575181	
LOC110674862	0.435609825	
LOC5566143	0.435609825	
LOC5573836	0.43546784	
LOC5564179	0.435325855	
LOC5566599	0.435325855	
LOC5567106	0.435183871	
LOC5566800	0.435041886	
LOC5569581	0.434899901	
LOC5579202	0.434757916	
LOC5577812	0.434615931	
LOC110678553	0.434047991	
LOC5572083	0.433906006	
LOC5569655	0.432912111	
LOC5565729	0.432912111	
LOC5565761	0.432486156	
LOC5568281	0.432344172	
LOC5575098	0.432344172	
LOC5578220	0.432202187	
LOC5574542	0.432202187	
LOC5572548	0.432060202	
LOC110679374	0.431776232	
LOC5571237	0.431634247	
LOC5572473	0.431492262	
LOC5571564	0.431350277	
LOC5576007	0.431208292	
LOC5565314	0.431066307	
LOC5568034	0.430782337	
LOC5571908	0.430356382	
LOC5566304	0.430214397	
LOC5568284	0.430072412	
LOC23687802	0.430072412	
LOC5570058	0.430072412	
LOC5575779	0.430072412	
LOC5573947	0.429646457	
LOC5570136	0.429646457	
LOC5577278	0.429504473	
LOC5578372	0.429362488	
LOC5569619	0.428652563	
LOC5569504	0.428652563	
LOC110680648	0.428652563	
LOC5575272	0.427942638	
LOC5569005	0.427800653	
LOC5567090	0.427658668	
LOC5568211	0.427516683	
LOC5567464	0.427516683	
LOC5564249	0.427374698	
LOC5571790	0.427374698	
LOC5573827	0.427090728	
LOC23687432	0.426806758	
LOC5571304	0.426380804	
LOC5574192	0.426380804	
LOC110679571	0.426238819	
LOC23687899	0.425812864	
LOC5574425	0.425670879	
LOC5564884	0.425670879	
LOC5570355	0.425528894	
LOC5577412	0.425386909	
LOC5564989	0.425244924	
LOC5566847	0.425244924	
LOC5571262	0.424960954	
LOC5568010	0.424960954	
LOC5570214	0.424818969	
LOC5564186	0.424393014	
LOC5580279	0.424251029	
LOC5564540	0.423967059	
LOC5566683	0.42368309	
LOC5575021	0.42339912	
LOC5565680	0.42311515	
LOC5576709	0.42311515	
LOC5578857	0.42283118	
LOC5576502	0.42283118	
LOC5578658	0.422405225	
LOC5568545	0.422405225	
LOC110677919	0.42226324	
LOC5572254	0.42197927	
LOC5566481	0.421553315	
LOC5569889	0.421553315	
LOC23687412	0.421553315	
LOC5574431	0.42141133	
LOC5566265	0.421269345	
LOC5569520	0.421269345	
LOC5572601	0.42112736	
LOC5578659	0.420843391	
LOC5569183	0.420701406	
LOC5567681	0.419991481	
LOC5566228	0.419849496	
LOC5576985	0.419707511	
LOC5563901	0.419565526	
LOC5569251	0.419423541	
LOC5564131	0.419139571	
LOC5573320	0.418997586	
LOC5565562	0.418997586	
LOC5574799	0.418855601	
LOC5580265	0.418429646	
LOC5574666	0.418429646	
LOC110676534	0.418287662	
LOC5569186	0.418287662	
LOC5564399	0.418145677	
LOC5575138	0.418145677	
LOC5577427	0.417861707	
LOC5570027	0.417861707	
LOC5566239	0.417435752	
LOC110675809	0.417293767	
LOC5568302	0.417151782	
LOC5578326	0.417151782	
LOC5575142	0.417009797	
LOC5576475	0.416583842	
LOC5568843	0.416583842	
LOC5576472	0.416441857	
LOC5571066	0.416441857	
LOC5563724	0.416299872	
LOC5565829	0.416157887	
LOC5563793	0.415873917	
LOC5578483	0.415163993	
LOC5569501	0.414880023	
LOC5568780	0.414738038	
LOC5572903	0.414738038	
LOC5571204	0.414738038	
LOC5570675	0.414596053	
LOC23687671	0.414596053	
LOC23687867	0.414454068	
LOC5564895	0.414312083	
LOC5575748	0.414312083	
LOC5568981	0.413886128	
LOC5577132	0.413886128	
LOC5566636	0.413602158	
LOC5573451	0.413602158	
LOC5575715	0.413602158	
LOC5566514	0.413034218	
LOC5565624	0.412324294	
LOC5572241	0.412324294	
LOC5577995	0.412324294	
LOC5575335	0.412040324	
LOC5566291	0.411898339	
LOC5578225	0.411756354	
LOC110678439	0.411756354	
LOC5578276	0.411188414	
LOC5580293	0.411046429	
LOC5568556	0.410904444	
LOC110676980	0.410478489	
LOC5576856	0.410478489	
LOC5568233	0.410478489	
LOC5572947	0.410478489	
LOC5569531	0.410336504	
LOC5566142	0.409910549	
LOC5579122	0.409910549	
LOC5578530	0.409484595	
LOC5563620	0.409200625	
LOC5579659	0.408916655	
LOC5577127	0.40877467	
LOC5579947	0.40877467	
LOC5574435	0.408348715	
LOC5566409	0.40820673	
LOC5568680	0.407780775	
LOC5566651	0.407780775	
LOC5567757	0.407780775	
LOC5569939	0.407780775	
LOC5574535	0.407496805	
LOC23687932	0.407496805	
LOC5573832	0.407496805	
LOC5563709	0.40735482	
LOC5570872	0.40735482	
LOC110679583	0.40735482	
LOC5570325	0.40707085	
LOC5572902	0.406644896	
LOC5576325	0.406644896	
LOC5566214	0.406502911	
LOC5568954	0.406502911	
Ir76b	0.406502911	
LOC5564601	0.406360926	
LOC5569131	0.406218941	
LOC5579990	0.405934971	
LOC5577354	0.405934971	
LOC5564778	0.405934971	
LOC5576215	0.405934971	
LOC5569057	0.405651001	
LOC5569603	0.405367031	
LOC5573889	0.405367031	
LOC5568664	0.404941076	
LOC5575386	0.404657106	
LOC5577905	0.404515121	
LOC5573885	0.404231151	
LOC5578490	0.404089167	
LOC5565764	0.404089167	
LOC5576370	0.403805197	
LOC5579176	0.403521227	
LOC5575465	0.403237257	
LOC5579921	0.403095272	
LOC5571620	0.403095272	
LOC5566344	0.402243362	
LOC5563780	0.402101377	
LOC5573960	0.401959392	
LOC5575004	0.401533437	
LOC5580329	0.400965498	
LOC5575938	0.400823513	
LOC5570908	0.400681528	
LOC5565629	0.400539543	
LOC5572208	0.400539543	
LOC5578848	0.399971603	
LOC110676731	0.399971603	
LOC5572078	0.399971603	
LOC5566756	0.399829618	
LOC5564865	0.399829618	
LOC5569031	0.399403663	
LOC5572572	0.398977708	
LOC5574790	0.398977708	
LOC5578728	0.398693738	
LOC5570501	0.398693738	
LOC23687995	0.398551754	
LOC5567497	0.398551754	
LOC5568056	0.398551754	
LOC5577358	0.398409769	
LOC5569137	0.398125799	
LOC5577407	0.397983814	
LOC5578126	0.397983814	
LOC5577996	0.397983814	
LOC5574521	0.397699844	
LOC5574086	0.397415874	
LOC5575925	0.397415874	
LOC5576566	0.397131904	
LOC5568260	0.397131904	
LOC5577561	0.396989919	
LOC5573481	0.396847934	
LOC110679391	0.396847934	
LOC5564255	0.396705949	
LOC5568141	0.396705949	
LOC5571245	0.396705949	
LOC5576924	0.396421979	
LOC5566772	0.396279994	
LOC5568072	0.396279994	
LOC5569096	0.396279994	
LOC5579898	0.395854039	
LOC5571668	0.3952861	
LOC5575037	0.39471816	
LOC5574432	0.394576175	
LOC5567941	0.39443419	
LOC5566352	0.39415022	
LOC5570733	0.394008235	
LOC5570155	0.394008235	
LOC5573569	0.393724265	
LOC5565417	0.393724265	
LOC5569012	0.393440295	
LOC5572735	0.393156325	
LOC5578714	0.39301434	
LOC5566011	0.39301434	
LOC110677205	0.39301434	
LOC5570636	0.392872356	
LOC5578443	0.392872356	
LOC5573100	0.392730371	
LOC5567598	0.392730371	
LOC5576935	0.392588386	
LOC5572090	0.392446401	
LOC5575850	0.392020446	
LOC5579633	0.391594491	
LOC5568120	0.391452506	
LOC5569618	0.391310521	
LOC5575988	0.391026551	
LOC5577147	0.390884566	
LOC5568355	0.390600596	
LOC5570721	0.390032657	
LOC5573523	0.389890672	
LOC5575274	0.389890672	
LOC5576427	0.389180747	
LOC5572327	0.389038762	
LOC5570160	0.388896777	
LOC5577365	0.388896777	
LOC5571202	0.388896777	
LOC110680753	0.388896777	
LOC5579157	0.388754792	
LOC5573710	0.388612807	
LOC5566374	0.388470822	
LOC5565935	0.388044867	
LOC5572699	0.387902882	
LOC5564628	0.387618912	
LOC5570445	0.387476927	
LOC5572759	0.387334942	
LOC5572754	0.387192958	
LOC5564181	0.387192958	
LOC5574438	0.387192958	
LOC5572694	0.386908988	
LOC5568400	0.386767003	
LOC5568358	0.386341048	
LOC5572367	0.386341048	
LOC5580119	0.386199063	
LOC5575690	0.385773108	
LOC5566694	0.385773108	
LOC5571293	0.385631123	
LOC5574969	0.385347153	
LOC5575183	0.385347153	
LOC110676984	0.385205168	
LOC5575382	0.385205168	
LOC5574190	0.385205168	
LOC5573295	0.384921198	
LOC5569927	0.384779213	
LOC5579819	0.384637228	
LOC5569076	0.384353259	
LOC110678669	0.384069289	
LOC5565932	0.383785319	
LOC5575405	0.383785319	
LOC5580074	0.383643334	
LOC5568595	0.383643334	
LOC5568593	0.383501349	
LOC5580011	0.383217379	
LOC5572944	0.383217379	
LOC5572365	0.383217379	
LOC5577310	0.383075394	
LOC5578654	0.382933409	
LOC5567930	0.382933409	
LOC5567679	0.382933409	
LOC5576764	0.382933409	
LOC5579235	0.382791424	
LOC5569430	0.382791424	
LOC5579456	0.382649439	
LOC5578982	0.382507454	
LOC5577284	0.382365469	
LOC5574012	0.382223484	
LOC5573328	0.382223484	
LOC5570686	0.382223484	
LOC5580128	0.381939514	
LOC5564744	0.381939514	
LOC5578822	0.381797529	
LOC5568380	0.381797529	
LOC5564713	0.381655545	
LOC5580053	0.381371575	
LOC5566531	0.38122959	
LOC110676317	0.381087605	
LOC5567315	0.380803635	
LOC110674160	0.38066165	
LOC5571014	0.38037768	
LOC5579861	0.380235695	
LOC5567848	0.380235695	
LOC5570127	0.380235695	
LOC5576634	0.38009371	
LOC5574371	0.38009371	
LOC5577032	0.38009371	
LOC5567647	0.379951725	
LOC5566742	0.37980974	
LOC5580280	0.379383785	
LOC5572063	0.3792418	
LOC5571331	0.379099815	
LOC5569562	0.37895783	
LOC5570254	0.378673861	
LOC5568166	0.378531876	
LOC5578682	0.378389891	
LOC5568858	0.378389891	
LOC5568195	0.378105921	
LOC5576030	0.377821951	
LOC5569070	0.377679966	
LOC23687681	0.377395996	
LOC5575105	0.377112026	
LOC110676561	0.376970041	
LOC5580190	0.376686071	
LOC5578574	0.376686071	
LOC110678502	0.376118131	
LOC5564417	0.375976147	
LOC5568178	0.375976147	
LOC5579796	0.375976147	
LOC5568532	0.375834162	
LOC5563687	0.375834162	
LOC5565862	0.375692177	
LOC5564163	0.375692177	
LOC5567874	0.375550192	
LOC5568788	0.375266222	
LOC5578452	0.375124237	
LOC5564054	0.374982252	
LOC5570003	0.374982252	
LOC5565536	0.374698282	
LOC110676202	0.374698282	
LOC5574280	0.374414312	
LOC5571113	0.374414312	
LOC5569098	0.374130342	
LOC5570881	0.374130342	
LOC5573578	0.374130342	
LOC5571387	0.373988357	
LOC5573863	0.373704387	
LOC5565682	0.373420417	
LOC110676109	0.373278432	
LOC5569036	0.373278432	
LOC5567819	0.373278432	
LOC5577806	0.373278432	
LOC5564078	0.372852478	
LOC110676019	0.372710493	
LOC5580272	0.372710493	
LOC110677877	0.372710493	
LOC5577442	0.372568508	
LOC5578003	0.372568508	
LOC5579438	0.372426523	
LOC5567154	0.372426523	
LOC5569164	0.372284538	
LOC5579172	0.371858583	
LOC5576958	0.371716598	
LOC5579182	0.371574613	
LOC5568761	0.371432628	
LOC5573666	0.371148658	
LOC5579431	0.370722703	
LOC5575110	0.370722703	
LOC5572791	0.370012779	
LOC5569899	0.369870794	
LOC5564903	0.369870794	
LOC5571956	0.369728809	
LOC5575320	0.369728809	
LOC5567075	0.369586824	
LOC5575101	0.369160869	
LOC5563589	0.369160869	
